Time.h,PPFD
3.984005,0
4.000005,0
4.016005,0
4.032005,0
4.048005,0
4.064004,0
4.080004,0
4.096004,0
4.112004,0
4.128004,0
4.144003,0
4.160003,0
4.176003,0
4.192003,0
4.208003,0
4.224002,0
4.240002,0
4.256002,0
4.272002,0
4.288002,0
4.304001,0
4.320001,0
4.336001,0
4.352001,0
4.368001,0
4.384,0
4.4,0
4.416,0
4.432,0
4.447999,0
4.463999,0
4.479999,0
4.495999,0
4.511999,0
4.527998,0
4.543998,0
4.559998,0.4682673
4.575998,1.806054
4.591998,3.146028
4.607997,4.488163
4.623997,5.832391
4.639997,7.178717
4.655997,8.529173
4.671997,9.875644
4.687996,11.25637
4.703996,12.56847
4.719996,13.90727
4.735996,15.23722
4.751996,17.08689
4.767995,17.84463
4.783995,19.13776
4.799995,20.38677
4.815995,21.62689
4.831995,26.02127
4.847994,24.01307
4.863994,25.20709
4.879994,26.3294
4.895994,27.39866
4.911994,28.44673
4.927993,29.56853
4.943993,30.56327
4.959993,31.48531
4.975993,32.57006
4.991992,33.47127
5.007992,34.2343
5.023992,35.2254
5.039992,36.21705
5.055992,65.41753
5.071991,37.74694
5.087991,38.63311
5.103991,39.41415
5.119991,39.9761
5.135991,41.03229
5.15199,41.76286
5.16799,92.35072
5.18399,42.89524
5.19999,43.70828
5.21599,105.3442
5.231989,109.565
5.247989,113.493
5.263989,45.8889
5.279989,122.3183
5.295989,127.7066
5.311988,47.99159
5.327988,48.10654
5.343988,48.886
5.359988,50.13819
5.375988,50.15096
5.391987,51.20495
5.407987,50.90136
5.423987,166.2283
5.439987,51.53782
5.455986,52.63735
5.471986,182.479
5.487986,187.6833
5.503986,53.30098
5.519986,54.05381
5.535985,54.11884
5.551985,55.26063
5.567985,56.05831
5.583985,56.06939
5.599985,223.8385
5.615984,229.6834
5.631984,235.1474
5.647984,57.62255
5.663984,57.54773
5.679984,59.36386
5.695983,257.3281
5.711983,59.6104
5.727983,60.99261
5.743983,59.76765
5.759983,281.5105
5.775982,284.4879
5.791982,61.37231
5.807982,61.72466
5.823982,62.04288
5.839982,61.15264
5.855981,62.06471
5.871981,61.0656
5.887981,62.6892
5.903981,61.6261
5.919981,337.0255
5.93598,342.2059
5.95198,349.5163
5.96798,64.12332
5.98398,65.10753
5.999979,366.5421
6.015979,65.75916
6.031979,66.02329
6.047979,66.28351
6.063979,391.8984
6.079978,396.3143
6.095978,64.57818
6.111978,64.82419
6.127978,414.2804
6.143978,66.06232
6.159977,66.31424
6.175977,68.3704
6.191977,438.4953
6.207977,71.80045
6.223977,70.10588
6.239976,67.42391
6.255976,69.66299
6.271976,69.88017
6.287976,70.17062
6.303976,69.37701
6.319975,69.59822
6.335975,70.87856
6.351975,67.90906
6.367975,68.06747
6.383975,70.48977
6.399974,69.58054
6.415974,72.04588
6.431974,73.41853
6.447974,72.43053
6.463974,71.46844
6.479973,72.86472
6.495973,75.49905
6.511973,70.84226
6.527973,74.71189
6.543972,74.90456
6.559972,576.7375
6.575972,74.09454
6.591972,71.69947
6.607972,69.24289
6.623971,72.04359
6.639971,74.90283
6.655971,75.13522
6.671971,69.8336
6.687971,72.78371
6.70397,71.40334
6.71997,73.04115
6.73597,74.63742
6.75197,654.7242
6.76797,660.9112
6.783969,667.1341
6.799969,673.319
6.815969,680.975
6.831969,75.59314
6.847969,77.33868
6.863968,698.0829
6.879968,76.16903
6.895968,74.74812
6.911968,73.29605
6.927968,717.9299
6.943967,73.59971
6.959967,75.41626
6.975967,77.17952
6.991967,75.66245
7.007967,751.97
7.023966,759.8104
7.039966,767.634
7.055966,772.0555
7.071966,778.1932
7.087965,782.5613
7.103965,788.675
7.119965,82.20167
7.135965,84.19111
7.151965,80.7808
7.167964,79.05838
7.183964,77.30452
7.199964,73.6966
7.215964,73.79694
7.231964,77.74223
7.247963,843.4171
7.263963,845.6181
7.279963,74.23885
7.295963,72.37715
7.311963,72.45834
7.327962,867.731
7.343962,879.7208
7.359962,889.8249
7.375962,82.88599
7.391962,901.7979
7.407961,905.7618
7.423961,79.23534
7.439961,83.5367
7.455961,79.5263
7.471961,77.5246
7.48796,75.493
7.50396,935.2667
7.51996,941.1776
7.53596,77.93326
7.55196,75.8408
7.567959,75.87099
7.583959,964.7333
7.599959,75.98326
7.615959,76.0098
7.631958,78.41356
7.647958,80.84622
7.663958,85.5444
7.679958,81.06591
7.695958,78.85215
7.711957,78.94617
7.727957,83.6833
7.743957,83.68602
7.759957,83.86518
7.775957,86.25881
7.791956,86.39107
7.807956,84.10047
7.823956,84.21737
7.839956,84.27239
7.855956,79.45872
7.871955,79.54542
7.887955,82.06183
7.903955,79.65455
7.919955,79.80235
7.935955,80.01368
7.951954,80.09848
7.967954,80.18279
7.983954,87.99475
7.999954,88.11949
8.015954,85.70509
8.031954,85.74982
8.047954,85.92487
8.063953,83.45525
8.079953,83.55048
8.095953,86.25049
8.111953,1157.954
8.127953,1168.872
8.143952,1171.556
8.159952,1179.788
8.175952,1187.964
8.191952,1190.784
8.207952,1196.192
8.223951,1204.434
8.239951,89.78259
8.255951,92.70425
8.271951,92.83205
8.287951,93.03012
8.30395,90.45313
8.31995,87.7791
8.33595,87.87968
8.35195,88.0519
8.367949,88.15184
8.383949,91.09018
8.399949,91.20177
8.415949,94.25044
8.431949,1280.413
8.447948,1279.78
8.463948,94.54465
8.479948,82.63533
8.495948,82.77994
8.511948,85.86388
8.527947,1293.774
8.543947,82.98715
8.559947,92.21252
8.575947,98.44791
8.591947,98.57797
8.607946,98.70745
8.623946,95.88911
8.639946,1341.818
8.655946,1343.825
8.671946,1345.713
8.687945,1341.255
8.703945,1346.198
8.719945,1351.125
8.735945,1359.222
8.751945,1367.406
8.767944,1369.093
8.783944,1377.186
8.799944,1378.813
8.815944,87.58764
8.831944,94.18256
8.847943,94.28044
8.863943,91.09404
8.879943,91.17918
8.895943,91.26385
8.911942,97.98589
8.927942,101.4234
8.943942,94.85728
8.959942,91.4304
8.975942,91.51227
8.991941,91.59367
9.007941,95.06255
9.023941,95.15441
9.039941,95.24579
9.055941,95.4222
9.07194,98.94586
9.08794,98.96109
9.10394,98.97523
9.11994,88.67606
9.13594,85.26492
9.151939,85.31973
9.167939,85.37418
9.183939,88.93833
9.199939,85.48209
9.215939,85.53553
9.231938,89.21951
9.247938,89.28321
9.263938,89.43562
9.279938,85.8353
9.295938,82.30264
9.311937,82.34388
9.327937,82.29469
9.343937,82.24471
9.359937,82.28458
9.375937,82.32418
9.391936,78.62563
9.407936,82.31112
9.423936,78.68268
9.439936,78.8028
9.455935,82.61021
9.471935,82.55599
9.487935,82.59367
9.503935,86.34781
9.519935,93.84775
9.535934,1588.503
9.551934,1596.189
9.567934,94.13861
9.583934,94.10954
9.599934,94.17392
9.615933,98.02201
9.631933,101.8885
9.647933,98.1674
9.663933,98.33469
9.679933,98.50197
9.695932,102.4999
9.711932,102.4842
9.727932,102.5638
9.743932,106.5008
9.759932,106.5883
9.775931,102.7994
9.791931,102.8768
9.807931,102.9537
9.823931,103.0301
9.839931,103.2037
9.85593,99.35963
9.87193,99.42601
9.88793,95.55523
9.90393,95.61215
9.91993,95.66866
9.935929,95.72475
9.951929,95.87965
9.967929,95.93507
9.983929,95.99006
9.999928,96.04462
10.01593,92.09598
10.03193,100.1632
10.04793,104.2432
10.06393,104.3118
10.07993,104.4807
10.09593,1721.433
10.11193,1716.484
10.12793,1715.537
10.14393,1718.515
10.15993,1721.57
10.17593,1724.6
10.19193,1727.505
10.20793,1734.581
10.22393,1737.443
10.23993,1740.383
10.25593,1743.299
10.27192,1746.189
10.28792,1744.925
10.30392,1747.759
10.31992,1750.465
10.33592,1753.249
10.35192,1756.009
10.36792,1767.074
10.38392,1765.625
10.39992,1764.138
10.41592,1766.798
10.43192,1769.432
10.44792,1772.042
10.46392,1774.626
10.47992,1777.185
10.49592,1779.613
10.51192,1786.344
10.52792,1788.833
10.54392,1791.297
10.55992,1793.735
10.57592,1796.147
10.59192,1794.387
10.60792,1788.225
10.62392,1794.914
10.63992,1792.942
10.65592,1795.209
10.67192,1797.451
10.68792,1799.666
10.70392,1793.272
10.71992,1799.615
10.73592,1801.856
10.75192,80.67484
10.76792,80.68774
10.78392,85.01897
10.79992,85.03658
10.81592,85.05396
10.83192,85.07108
10.84792,89.42627
10.86392,89.44771
10.87992,89.46885
10.89592,93.84212
10.91192,98.33321
10.92792,98.36262
10.94392,98.50073
10.95992,98.52937
10.97592,107.3071
10.99192,107.2339
11.00792,107.2695
11.02392,107.3046
11.03992,107.3391
11.05591,111.7684
11.07191,111.8057
11.08791,1873.124
11.10391,1874.681
11.11991,1876.211
11.13591,1882.129
11.15191,1879.301
11.16791,1871.907
11.18391,103.1991
11.19991,103.2245
11.21591,103.2495
11.23191,98.83884
11.24791,103.2978
11.26391,103.3213
11.27991,98.8997
11.29591,98.91911
11.31191,98.9381
11.32791,98.95664
11.34391,98.97476
11.35991,98.99243
11.37591,103.4712
11.39191,103.4906
11.40791,98.81952
11.42391,98.83533
11.43991,98.9625
11.45591,94.50364
11.47191,94.51594
11.48791,94.52786
11.50391,99.01991
11.51991,98.92111
11.53591,98.9339
11.55191,98.94625
11.56791,98.95817
11.58391,98.8574
11.59991,98.86841
11.61591,98.87899
11.63191,99.00151
11.64791,94.51462
11.66391,103.5187
11.67991,99.02947
11.69591,99.03792
11.71191,99.04595
11.72791,98.94096
11.74391,98.94807
11.75991,98.95477
11.77591,94.4546
11.79191,94.45951
11.80791,94.46407
11.8239,94.46825
11.8399,94.47208
11.8559,94.70106
11.8719,99.10232
11.8879,103.617
11.9039,112.644
11.9199,108.1353
11.9359,108.025
11.9519,108.027
11.9679,108.0285
11.9839,108.1421
11.9999,1913.384
12.0159,1913.37
12.0319,1908.929
12.0479,1908.859
12.0639,1908.65
12.0799,1913.038
12.0959,1908.373
12.1119,1903.682
12.1279,1903.475
12.1439,1898.73
12.1599,1893.959
12.1759,1898.179
12.1919,1897.863
12.2079,94.57226
12.2239,94.56732
12.2399,94.56203
12.2559,99.06077
12.2719,99.05362
12.2879,94.54394
12.3039,94.53719
12.3199,90.03053
12.3359,94.63501
12.3519,94.62712
12.3679,94.61886
12.3839,90.22902
12.3999,90.10935
12.4159,90.10172
12.4319,90.0938
12.4479,90.08556
12.4639,90.07703
12.4799,90.0682
12.4959,90.05907
12.5119,90.04964
12.5279,90.15182
12.5439,94.50378
12.5599,98.85089
12.5759,98.83553
12.5919,98.81972
12.60789,107.7318
12.62389,107.7099
12.63989,107.6874
12.65589,1890.118
12.67189,1888.972
12.68789,1887.798
12.70389,1891.046
12.71989,1885.37
12.73589,1879.674
12.75189,1878.395
12.76789,1872.654
12.78389,1866.892
12.79989,1865.538
12.81589,1868.472
12.83189,1867.061
12.84789,1865.733
12.86389,1859.854
12.87989,1858.366
12.89589,1856.851
12.91189,1855.309
12.92789,1849.342
12.94389,1852.146
12.95989,93.8358
12.97589,89.53612
12.99189,93.90103
13.00789,93.98769
13.02389,93.96439
13.03989,93.83147
13.05589,89.55064
13.07189,89.42167
13.08789,93.75863
13.10389,1826.027
13.11989,1824.259
13.13589,1822.355
13.15189,1820.425
13.16789,1827.135
13.18389,1825.143
13.19989,1823.125
13.21589,1821.081
13.23189,1818.902
13.24789,1816.806
13.26389,1814.683
13.27989,1812.535
13.29589,1810.36
13.31189,1808.16
13.32789,1805.933
13.34389,1803.681
13.35989,93.2839
13.37589,93.3593
13.39188,93.22112
13.40788,97.44225
13.42388,97.40408
13.43988,97.36548
13.45588,97.32645
13.47188,101.5162
13.48788,97.3527
13.50388,97.31223
13.51988,97.27134
13.53588,97.23002
13.55188,97.18827
13.56788,92.95455
13.58388,92.91843
13.59988,1768.453
13.61588,1769.934
13.63188,1767.211
13.64788,1760.409
13.66388,1753.49
13.67988,1750.706
13.69588,1747.897
13.71188,1749.193
13.72788,96.80386
13.74388,92.64008
13.75988,92.59976
13.77588,96.55882
13.79188,96.61302
13.80788,96.56424
13.82388,92.43478
13.83988,1721.505
13.85588,92.35007
13.87188,92.30716
13.88788,1716.218
13.90388,1708.94
13.91988,1709.824
13.93588,1706.641
13.95188,1699.416
13.96788,1696.194
13.98388,1696.951
13.99988,1693.673
14.01588,1690.371
14.03188,1687.046
14.04788,1687.667
14.06388,1684.286
14.07988,99.42531
14.09588,103.306
14.11188,1674.003
14.12788,1670.528
14.14388,1667.031
14.15987,1663.509
14.17587,1663.868
14.19187,1660.292
14.20787,1648.923
14.22387,1649.194
14.23987,1641.691
14.25587,1638.138
14.27187,1634.465
14.28787,91.06148
14.30387,94.83932
14.31987,94.7768
14.33587,94.71387
14.35187,90.84747
14.36787,90.79305
14.38387,98.30671
14.39987,98.23258
14.41587,105.6885
14.43187,105.5003
14.44787,105.4057
14.46387,105.3105
14.47987,101.395
14.49587,97.68471
14.51187,93.80777
14.52787,97.52968
14.54387,1575.995
14.55987,97.3727
14.57587,97.29349
14.59187,100.8708
14.60787,97.13361
14.62387,93.32542
14.63987,93.2548
14.65587,93.18373
14.67187,85.81073
14.68787,82.16462
14.70387,82.21354
14.71987,78.59799
14.73587,78.47794
14.75187,74.89388
14.76787,82.04683
14.78387,85.53619
14.79987,85.48273
14.81587,85.42896
14.83187,85.37484
14.84787,88.80877
14.86387,1479.715
14.87987,88.67688
14.89587,92.0657
14.91187,88.62952
14.92787,91.99504
14.94386,88.40838
14.95986,1459.516
14.97586,1454.823
14.99186,1450.196
15.00786,1438.796
15.02386,1434.07
15.03986,1432.763
15.05586,1421.471
15.07186,1416.867
15.08786,1412.161
15.10386,1414.052
15.11986,1412.582
15.13586,1404.584
15.15186,1399.699
15.16786,1394.797
15.18386,1389.877
15.19986,87.18987
15.21586,87.11562
15.23186,83.82846
15.24786,83.84547
15.26386,86.97015
15.27986,83.71774
15.29586,83.5742
15.31186,80.43669
15.32786,1336.355
15.34386,1334.505
15.35986,1332.613
15.37586,1330.68
15.39186,89.59335
15.40786,92.50134
15.42386,89.40755
15.43986,92.36644
15.45586,89.14383
15.47186,89.12526
15.48786,89.03022
15.50386,85.93278
15.51986,85.7748
15.53586,85.617
15.55186,91.4606
15.56786,85.37578
15.58386,85.2917
15.59986,82.20921
15.61586,85.04941
15.63186,84.89183
15.64786,84.80659
15.66386,84.86455
15.67986,1225.759
15.69586,1220.422
15.71185,1215.212
15.72785,1215.555
15.74385,1204.534
15.75985,1199.138
15.77585,1190.948
15.79185,1188.304
15.80785,1185.688
15.82385,81.50944
15.83985,84.22463
15.85585,1169.317
15.87185,1158.344
15.88785,81.18896
15.90385,81.10768
15.91985,81.02592
15.93585,80.81143
15.95185,78.0981
15.96785,1127.611
15.98385,1127.17
15.99985,1121.547
16.01585,1118.487
16.03185,1112.76
16.04785,1101.989
16.06385,1096.33
16.07985,87.42841
16.09586,87.30107
16.11186,89.66585
16.12786,87.23046
16.14386,87.10024
16.15986,86.90814
16.17586,81.90401
16.19186,79.43871
16.20786,79.40866
16.22386,76.86356
16.23986,76.72691
16.25586,79.07435
16.27186,83.62587
16.28786,85.90017
16.30387,83.44079
16.31987,85.62642
16.33587,80.95757
16.35187,78.62462
16.36787,73.94043
16.38387,73.81598
16.39987,968.37
16.41587,964.7402
16.43187,80.17674
16.44787,77.81551
16.46387,77.71645
16.47987,75.45267
16.49587,75.31312
16.51188,75.22704
16.52788,79.43394
16.54388,81.42265
16.55988,917.7686
16.57588,909.6971
16.59188,903.7601
16.60788,895.7676
16.62388,887.6948
16.63988,885.6975
16.65588,879.6794
16.67188,879.6184
16.68788,873.5911
16.70388,84.08038
16.71988,83.91001
16.73589,79.8809
16.75189,77.87221
16.76789,71.99812
16.78389,71.96056
16.79989,825.3076
16.81589,821.0792
16.83189,816.8156
16.84789,810.6461
16.86389,800.9427
16.87989,794.8383
16.89589,790.5536
16.91189,780.85
16.92789,72.90765
16.9439,74.44752
16.9599,79.4846
16.9759,82.72552
16.9919,80.83451
17.0079,80.64778
17.0239,744.6378
17.0399,80.35349
17.0559,78.49177
17.0719,721.2511
17.0879,78.17804
17.1039,713.7339
17.1199,76.24886
17.1359,74.5275
17.15191,74.37524
17.16791,74.14555
17.18391,77.01192
17.19991,75.33169
17.21591,76.67741
17.23191,660.9948
17.24791,70.50018
17.26391,71.84057
17.27991,74.49776
17.29591,71.47467
17.31191,72.71543
17.32791,73.89039
17.34391,75.10263
17.35991,73.55943
17.37592,605.2967
17.39192,71.84061
17.40792,71.70067
17.42392,75.38077
17.43992,583.0652
17.45592,574.4077
17.47192,566.9269
17.48792,69.58789
17.50392,554.6375
17.51992,547.2564
17.53592,67.89971
17.55192,534.9844
17.56792,531.183
17.58393,522.8116
17.59993,518.901
17.61593,71.54158
17.63193,68.12313
17.64793,66.86095
17.66393,68.70418
17.67993,484.9871
17.69593,66.20546
17.71193,68.08697
17.72793,66.89948
17.74393,68.6273
17.75993,70.39285
17.77593,67.25615
17.79193,67.05966
17.80794,65.90754
17.82394,66.54256
17.83994,64.53782
17.85594,421.1761
17.87194,66.76776
17.88794,66.56004
17.90394,402.2744
17.91994,65.15889
17.93594,65.70744
17.95194,67.06411
17.96794,64.41553
17.98394,64.18057
17.99994,66.92982
18.01595,63.67981
18.03195,62.66808
18.04795,62.41362
18.06395,61.50772
18.07995,63.96914
18.09595,331.9096
18.11195,326.0304
18.12795,61.03454
18.14395,313.7427
18.15995,308.6106
18.17595,62.05931
18.19195,59.95633
18.20795,290.2011
18.22396,285.65
18.23996,60.72533
18.25596,60.89482
18.27196,268.6101
18.28796,59.61174
18.30396,258.8626
18.31996,58.86968
18.33596,58.0195
18.35196,56.74294
18.36796,57.71249
18.38396,229.7014
18.39996,56.94094
18.41596,218.4407
18.43196,55.27073
18.44797,55.63445
18.46397,54.85973
18.47997,54.78829
18.49597,191.212
18.51197,187.0139
18.52797,51.79826
18.54397,176.0945
18.55997,52.71854
18.57597,51.95691
18.59197,51.99218
18.60797,50.67033
18.62397,49.64497
18.63997,146.4882
18.65598,141.8916
18.67198,137.3467
18.68798,47.59201
18.70398,47.23693
18.71998,46.84877
18.73598,46.25594
18.75198,45.13578
18.76798,109.892
18.78398,105.0442
18.79998,101.1715
18.81598,96.64388
18.83198,92.22598
18.84798,41.52743
18.86399,41.028
18.87999,40.07527
18.89599,39.69844
18.91199,38.45702
18.92799,37.83004
18.94399,65.42359
18.95999,35.95811
18.97599,35.28461
18.99199,55.3194
19.00799,52.1062
19.02399,32.44569
19.03999,31.59413
19.05599,30.56641
19.07199,29.54376
19.088,37.60399
19.104,35.1341
19.12,26.29841
19.136,25.16977
19.152,24.01436
19.168,22.86282
19.184,24.05571
19.2,22.16285
19.216,20.36919
19.232,17.84693
19.248,16.5528
19.264,15.54958
19.28,13.90685
19.29601,12.56834
19.31201,11.22335
19.32801,9.875396
19.34401,8.526423
19.36001,7.178612
19.37601,5.831878
19.39201,4.487566
19.40801,3.145345
19.42401,1.805288
19.44001,0.4674174
19.45601,0.4674174
19.47201,0.4674174
19.48801,0.4674174
19.50401,0.4674174
19.52002,0.4674174
19.53602,0.4674174
19.55202,0.4674174
19.56802,0.4674174
19.58402,0.4674174
19.60002,0.4674174
19.61602,0.4674174
19.63202,0.4674174
19.64802,0.4674174
19.66402,0.4674174
19.68002,0.4674174
19.69602,0.4674174
19.71202,0.4674174
19.72803,0.4674174
19.74403,0.4674174
19.76003,0.4674174
19.77603,0.4674174
19.79203,0.4674174
19.80803,0.4674174
19.82403,0.4674174
19.84003,0.4674174
19.85603,0.4674174
19.87203,0.4674174
19.88803,0.4674174
19.90403,0.4674174
19.92003,0.4674174
19.93604,0.4674174
19.95204,0.4674174
19.96804,0.4674174
19.98404,0.4674174
20.00004,0.4674174
20.01604,0.4674174
20.03204,0.4674174
20.04804,0.4674174
20.06404,0.4674174
20.08004,0.4674174
20.09604,0.4674174
20.11204,0.4674174
20.12804,0.4674174
20.14404,0.4674174
20.16005,0.4674174
20.17605,0.4674174
20.19205,0.4674174
20.20805,0.4674174
20.22405,0.4674174
20.24005,0.4674174
20.25605,0.4674174
20.27205,0.4674174
20.28805,0.4674174
20.30405,0.4674174
20.32005,0.4674174
20.33605,0.4674174
20.35205,0.4674174
20.36806,0.4674174
20.38406,0.4674174
20.40006,0.4674174
20.41606,0.4674174
20.43206,0.4674174
20.44806,0.4674174
20.46406,0.4674174
20.48006,0.4674174
20.49606,0.4674174
20.51206,0.4674174
20.52806,0.4674174
20.54406,0.4674174
20.56006,0.4674174
20.57607,0.4674174
20.59207,0.4674174
20.60807,0.4674174
20.62407,0.4674174
20.64007,0.4674174
20.65607,0.4674174
20.67207,0.4674174
20.68807,0.4674174
20.70407,0.4674174
20.72007,0.4674174
20.73607,0.4674174
20.75207,0.4674174
20.76807,0.4674174
20.78407,0.4674174
20.80008,0.4674174
20.81608,0.4674174
20.83208,0.4674174
20.84808,0.4674174
20.86408,0.4674174
20.88008,0.4674174
20.89608,0.4674174
20.91208,0.4674174
20.92808,0.4674174
20.94408,0.4674174
20.96008,0.4674174
20.97608,0.4674174
20.99208,0.4674174
21.00809,0.4674174
21.02409,0.4674174
21.04009,0.4674174
21.05609,0.4674174
21.07209,0.4674174
21.08809,0.4674174
21.10409,0.4674174
21.12009,0.4674174
21.13609,0.4674174
21.15209,0.4674174
21.16809,0.4674174
21.18409,0.4674174
21.20009,0.4674174
21.21609,0.4674174
21.2321,0.4674174
21.2481,0.4674174
21.2641,0.4674174
21.2801,0.4674174
21.2961,0.4674174
21.3121,0.4674174
21.3281,0.4674174
21.3441,0.4674174
21.3601,0.4674174
21.3761,0.4674174
21.3921,0.4674174
21.4081,0.4674174
21.4241,0.4674174
21.44011,0.4674174
21.45611,0.4674174
21.47211,0.4674174
21.48811,0.4674174
21.50411,0.4674174
21.52011,0.4674174
21.53611,0.4674174
21.55211,0.4674174
21.56811,0.4674174
21.58411,0.4674174
21.60011,0.4674174
21.61611,0.4674174
21.63211,0.4674174
21.64812,0.4674174
21.66412,0.4674174
21.68012,0.4674174
21.69612,0.4674174
21.71212,0.4674174
21.72812,0.4674174
21.74412,0.4674174
21.76012,0.4674174
21.77612,0.4674174
21.79212,0.4674174
21.80812,0.4674174
21.82412,0.4674174
21.84012,0.4674174
21.85612,0.4674174
21.87213,0.4674174
21.88813,0.4674174
21.90413,0.4674174
21.92013,0.4674174
21.93613,0.4674174
21.95213,0.4674174
21.96813,0.4674174
21.98413,0.4674174
22.00013,0.4674174
22.01613,0.4674174
22.03213,0.4674174
22.04813,0.4674174
22.06413,0.4674174
22.08014,0.4674174
22.09614,0.4674174
22.11214,0.4674174
22.12814,0.4674174
22.14414,0.4674174
22.16014,0.4674174
22.17614,0.4674174
22.19214,0.4674174
22.20814,0.4674174
22.22414,0.4674174
22.24014,0.4674174
22.25614,0.4674174
22.27214,0.4674174
22.28815,0.4674174
22.30415,0.4674174
22.32015,0.4674174
22.33615,0.4674174
22.35215,0.4674174
22.36815,0.4674174
22.38415,0.4674174
22.40015,0.4674174
22.41615,0.4674174
22.43215,0.4674174
22.44815,0.4674174
22.46415,0.4674174
22.48015,0.4674174
22.49615,0.4674174
22.51216,0.4674174
22.52816,0.4674174
22.54416,0.4674174
22.56016,0.4674174
22.57616,0.4674174
22.59216,0.4674174
22.60816,0.4674174
22.62416,0.4674174
22.64016,0.4674174
22.65616,0.4674174
22.67216,0.4674174
22.68816,0.4674174
22.70416,0.4674174
22.72017,0.4674174
22.73617,0.4674174
22.75217,0.4674174
22.76817,0.4674174
22.78417,0.4674174
22.80017,0.4674174
22.81617,0.4674174
22.83217,0.4674174
22.84817,0.4674174
22.86417,0.4674174
22.88017,0.4674174
22.89617,0.4674174
22.91217,0.4674174
22.92817,0.4674174
22.94418,0.4674174
22.96018,0.4674174
22.97618,0.4674174
22.99218,0.4674174
23.00818,0.4674174
23.02418,0.4674174
23.04018,0.4674174
23.05618,0.4674174
23.07218,0.4674174
23.08818,0.4674174
23.10418,0.4674174
23.12018,0.4674174
23.13618,0.4674174
23.15219,0.4674174
23.16819,0.4674174
23.18419,0.4674174
23.20019,0.4674174
23.21619,0.4674174
23.23219,0.4674174
23.24819,0.4674174
23.26419,0.4674174
23.28019,0.4674174
23.29619,0.4674174
23.31219,0.4674174
23.32819,0.4674174
23.34419,0.4674174
23.3602,0.4674174
23.3762,0.4674174
23.3922,0.4674174
23.4082,0.4674174
23.4242,0.4674174
23.4402,0.4674174
